"Project Code","Station ID","Sample ID","First Trigger Date","Collection_Date","Sample Type New","Collection Method","Depth","Depth Unit","Matrix","Test Number","Test Name","Storet Code","Method","Measure Date","Value","Sigfig Value","Uncertainty","MDL","PQL","RDL","Units","Remark Code","Flag","Receive Date","LIMS Number","Collection Agency","Source","Owner","Validation Level","Validator","Sampling Purpose","Data Investigation","T Depth","Upper Depth","Lower Depth","DCS(METERS)","Filtration Date","Sample Type","QC Type","Discharge","Up/Down Stream","Weather Code","Program Type","NDEC","Sample Comments","Result Comments"
"BISC","SK02","DERM99980","","11-JUL-1988 14:40","SAMP","G","0.10","","SW","8","DISSOLVED OXYGEN","","","","4.2","4.20","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM99981","","11-JUL-1988 14:40","SAMP","G","1.00","","SW","8","DISSOLVED OXYGEN","","","","4","4.00","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM99983","","11-JUL-1988 14:40","SAMP","G","8.00","","SW","8","DISSOLVED OXYGEN","","","","1.5","1.50","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM99980","","11-JUL-1988 14:40","SAMP","G","0.10","","SW","9","SP CONDUCTIVITY, FIELD","","","","500","500","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK02","DERM99981","","11-JUL-1988 14:40","SAMP","G","1.00","","SW","9","SP CONDUCTIVITY, FIELD","","","","500","500","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK02","DERM99982","","11-JUL-1988 14:40","SAMP","G","1.50","","SW","9","SP CONDUCTIVITY, FIELD","","","","500","500","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK02","DERM99980","","11-JUL-1988 14:40","SAMP","G","0.10","","SW","10","PH, FIELD","","","","7.5","7.50","","","","","None","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM99981","","11-JUL-1988 14:40","SAMP","G","1.00","","SW","10","PH, FIELD","","","","7.5","7.50","","","","","None","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM99981","","11-JUL-1988 14:40","SAMP","G","1.00","","SW","13","COLOR","","","","40","40","","","","","PCU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK02","DERM99984","","01-AUG-1988 00:00","SAMP","G","1.00","","SW","13","COLOR","","","","40","40","","","","","PCU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK02","DERM99985","","01-AUG-1988 12:00","SAMP","G","0.00","","SW","135","FECAL COLIFORM, MPN","","","","110","110.0","","","","","MPN/100 ","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM99985","","01-AUG-1988 12:00","SAMP","G","0.00","","SW","133","TOTAL COLIFORM, MPN","","","","260","260.0","","","","","MPN/100 ","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM99987","","01-AUG-1988 12:20","SAMP","G","1.00","","SW","20","AMMONIA-N","","","",".3","0.30","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM99987","","01-AUG-1988 12:20","SAMP","G","1.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".035","0.035","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","3","",""
"BISC","SK02","DERM99987","","01-AUG-1988 12:20","SAMP","G","1.00","","SW","8","DISSOLVED OXYGEN","","","","7.1","7.10","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM99988","","01-AUG-1988 12:20","SAMP","G","8.00","","SW","8","DISSOLVED OXYGEN","","","","3.5","3.50","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM99987","","01-AUG-1988 12:20","SAMP","G","1.00","","SW","12","TURBIDITY","","","","1.2","1.2","","","","","NTU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM99987","","01-AUG-1988 12:20","SAMP","G","1.00","","SW","7","Temperature","","","","28.6","28.6","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM99988","","01-AUG-1988 12:20","SAMP","G","8.00","","SW","7","Temperature","","","","28.5","28.5","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM99986","","01-AUG-1988 12:20","SAMP","G","0.10","","SW","8","DISSOLVED OXYGEN","","","","7.4","7.40","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM99987","","01-AUG-1988 12:20","SAMP","G","1.00","","SW","18","NITRATE+NITRITE-N","","","",".18","0.180","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","3","",""
"BISC","SK02","DERM99986","","01-AUG-1988 12:20","SAMP","G","0.10","","SW","7","Temperature","","","","28.4","28.4","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM99989","","01-SEP-1988 00:00","SAMP","G","1.00","","SW","13","COLOR","","","","40","40","","","","","PCU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK02","DERM99992","","12-SEP-1988 12:00","SAMP","G","1.00","","SW","18","NITRATE+NITRITE-N","","","",".37","0.370","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","3","",""
"BISC","SK02","DERM99992","","12-SEP-1988 12:00","SAMP","G","1.00","","SW","20","AMMONIA-N","","","",".15","0.15","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM99992","","12-SEP-1988 12:00","SAMP","G","1.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".043","0.043","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","3","",""
"BISC","SK02","DERM99991","","12-SEP-1988 12:00","SAMP","G","0.10","","SW","98","SALINITY","","","",".1","0.1","","","","","PSU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM99992","","12-SEP-1988 12:00","SAMP","G","1.00","","SW","104","COPPER, TOTAL","","","",".9","0.900","","","","","ug/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","3","",""
"BISC","SK02","DERM99990","","12-SEP-1988 12:00","SAMP","G","0.00","","SW","133","TOTAL COLIFORM, MPN","","","","500","500.0","","","","","MPN/100 ","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM99990","","12-SEP-1988 12:00","SAMP","G","0.00","","SW","135","FECAL COLIFORM, MPN","","","","130","130.0","","","","","MPN/100 ","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM99991","","12-SEP-1988 12:00","SAMP","G","0.10","","SW","7","Temperature","","","","28.9","28.9","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM99994","","12-SEP-1988 12:00","SAMP","G","8.00","","SW","10","PH, FIELD","","","","7.5","7.50","","","","","None","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM99994","","12-SEP-1988 12:00","SAMP","G","8.00","","SW","7","Temperature","","","","28.5","28.5","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM99991","","12-SEP-1988 12:00","SAMP","G","0.10","","SW","8","DISSOLVED OXYGEN","","","","7.1","7.10","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM99992","","12-SEP-1988 12:00","SAMP","G","1.00","","SW","8","DISSOLVED OXYGEN","","","","7.6","7.60","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM99994","","12-SEP-1988 12:00","SAMP","G","8.00","","SW","8","DISSOLVED OXYGEN","","","","8.8","8.80","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM99991","","12-SEP-1988 12:00","SAMP","G","0.10","","SW","9","SP CONDUCTIVITY, FIELD","","","","600","600","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK02","DERM99992","","12-SEP-1988 12:00","SAMP","G","1.00","","SW","9","SP CONDUCTIVITY, FIELD","","","","500","500","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK02","DERM99993","","12-SEP-1988 12:00","SAMP","G","1.50","","SW","9","SP CONDUCTIVITY, FIELD","","","","500","500","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK02","DERM99991","","12-SEP-1988 12:00","SAMP","G","0.10","","SW","10","PH, FIELD","","","","7.6","7.60","","","","","None","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM99992","","12-SEP-1988 12:00","SAMP","G","1.00","","SW","10","PH, FIELD","","","","7.5","7.50","","","","","None","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM99992","","12-SEP-1988 12:00","SAMP","G","1.00","","SW","12","TURBIDITY","","","",".9","0.9","","","","","NTU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM99992","","12-SEP-1988 12:00","SAMP","G","1.00","","SW","7","Temperature","","","","28.9","28.9","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM99995","","03-OCT-1988 00:00","SAMP","G","1.00","","SW","13","COLOR","","","","27.5","28","","","","","PCU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK02","DERM99996","","03-OCT-1988 11:05","SAMP","G","0.00","","SW","133","TOTAL COLIFORM, MPN","","","","2400","2,400.0","","","","","MPN/100 ","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM99996","","03-OCT-1988 11:05","SAMP","G","0.00","","SW","135","FECAL COLIFORM, MPN","","","","800","800.0","","","","","MPN/100 ","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM99998","","03-OCT-1988 11:55","SAMP","G","1.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".038","0.038","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","3","",""
"BISC","SK02","DERM100000","","03-OCT-1988 11:55","SAMP","G","8.00","","SW","10","PH, FIELD","","","","7.8","7.80","","","","","None","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM99997","","03-OCT-1988 11:55","SAMP","G","0.10","","SW","10","PH, FIELD","","","","7.8","7.80","","","","","None","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM99998","","03-OCT-1988 11:55","SAMP","G","1.00","","SW","10","PH, FIELD","","","","7.8","7.80","","","","","None","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM99998","","03-OCT-1988 11:55","SAMP","G","1.00","","SW","20","AMMONIA-N","","","",".04","0.04","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM99999","","03-OCT-1988 11:55","SAMP","G","1.50","","SW","9","SP CONDUCTIVITY, FIELD","","","","700","700","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK02","DERM99998","","03-OCT-1988 11:55","SAMP","G","1.00","","SW","9","SP CONDUCTIVITY, FIELD","","","","700","700","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK02","DERM99997","","03-OCT-1988 11:55","SAMP","G","0.10","","SW","9","SP CONDUCTIVITY, FIELD","","","","700","700","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK02","DERM99997","","03-OCT-1988 11:55","SAMP","G","0.10","","SW","7","Temperature","","","","29.3","29.3","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM99998","","03-OCT-1988 11:55","SAMP","G","1.00","","SW","12","TURBIDITY","","","",".6","0.6","","","","","NTU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM99998","","03-OCT-1988 11:55","SAMP","G","1.00","","SW","18","NITRATE+NITRITE-N","","","",".28","0.280","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","3","",""
"BISC","SK02","DERM99998","","03-OCT-1988 11:55","SAMP","G","1.00","","SW","8","DISSOLVED OXYGEN","","","","5","5.00","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM99997","","03-OCT-1988 11:55","SAMP","G","0.10","","SW","8","DISSOLVED OXYGEN","","","","5.2","5.20","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM100000","","03-OCT-1988 11:55","SAMP","G","8.00","","SW","8","DISSOLVED OXYGEN","","","","4.8","4.80","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM99998","","03-OCT-1988 11:55","SAMP","G","1.00","","SW","98","SALINITY","","","",".1","0.1","","","","","PSU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM99997","","03-OCT-1988 11:55","SAMP","G","0.10","","SW","98","SALINITY","","","",".1","0.1","","","","","PSU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM100000","","03-OCT-1988 11:55","SAMP","G","8.00","","SW","98","SALINITY","","","",".1","0.1","","","","","PSU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM99998","","03-OCT-1988 11:55","SAMP","G","1.00","","SW","7","Temperature","","","","29.5","29.5","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM100000","","03-OCT-1988 11:55","SAMP","G","8.00","","SW","7","Temperature","","","","29.4","29.4","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM100001","","31-OCT-1988 00:00","SAMP","G","1.00","","SW","13","COLOR","","","","40","40","","","","","PCU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK02","DERM100004","","31-OCT-1988 12:05","SAMP","G","1.00","","SW","10","PH, FIELD","","","","8.1","8.10","","","","","None","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM100003","","31-OCT-1988 12:05","SAMP","G","0.10","","SW","10","PH, FIELD","","","","8.1","8.10","","","","","None","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM100005","","31-OCT-1988 12:05","SAMP","G","1.50","","SW","9","SP CONDUCTIVITY, FIELD","","","","1000","1,000","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK02","DERM100004","","31-OCT-1988 12:05","SAMP","G","1.00","","SW","9","SP CONDUCTIVITY, FIELD","","","","600","600","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK02","DERM100003","","31-OCT-1988 12:05","SAMP","G","0.10","","SW","9","SP CONDUCTIVITY, FIELD","","","","800","800","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK02","DERM100006","","31-OCT-1988 12:05","SAMP","G","8.00","","SW","8","DISSOLVED OXYGEN","","","","1.6","1.60","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM100004","","31-OCT-1988 12:05","SAMP","G","1.00","","SW","8","DISSOLVED OXYGEN","","","","2.1","2.10","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM100003","","31-OCT-1988 12:05","SAMP","G","0.10","","SW","8","DISSOLVED OXYGEN","","","","3.6","3.60","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM100006","","31-OCT-1988 12:05","SAMP","G","8.00","","SW","7","Temperature","","","","26","26.0","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM100004","","31-OCT-1988 12:05","SAMP","G","1.00","","SW","7","Temperature","","","","26.4","26.4","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM100003","","31-OCT-1988 12:05","SAMP","G","0.10","","SW","7","Temperature","","","","26.3","26.3","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM100002","","31-OCT-1988 12:05","SAMP","G","0.00","","SW","135","FECAL COLIFORM, MPN","","","","80","80.0","","","","","MPN/100 ","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM100002","","31-OCT-1988 12:05","SAMP","G","0.00","","SW","133","TOTAL COLIFORM, MPN","","","","500","500.0","","","","","MPN/100 ","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM100004","","31-OCT-1988 12:05","SAMP","G","1.00","","SW","107","LEAD, TOTAL","","","","2.2","2.200","","","","","ug/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","3","",""
"BISC","SK02","DERM100006","","31-OCT-1988 12:05","SAMP","G","8.00","","SW","98","SALINITY","","","",".3","0.3","","","","","PSU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM100004","","31-OCT-1988 12:05","SAMP","G","1.00","","SW","98","SALINITY","","","",".1","0.1","","","","","PSU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM100003","","31-OCT-1988 12:05","SAMP","G","0.10","","SW","98","SALINITY","","","",".2","0.2","","","","","PSU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM100004","","31-OCT-1988 12:05","SAMP","G","1.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".008","0.008","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","3","",""
"BISC","SK02","DERM100004","","31-OCT-1988 12:05","SAMP","G","1.00","","SW","20","AMMONIA-N","","","",".03","0.03","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM100004","","31-OCT-1988 12:05","SAMP","G","1.00","","SW","18","NITRATE+NITRITE-N","","","",".26","0.260","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","3","",""
"BISC","SK02","DERM100006","","31-OCT-1988 12:05","SAMP","G","8.00","","SW","10","PH, FIELD","","","","8","8.00","","","","","None","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM100004","","31-OCT-1988 12:05","SAMP","G","1.00","","SW","12","TURBIDITY","","","",".8","0.8","","","","","NTU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM100007","","01-DEC-1988 00:00","SAMP","G","1.00","","SW","13","COLOR","","","","45","45","","","","","PCU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK02","DERM100008","","05-DEC-1988 11:05","SAMP","G","0.00","","SW","135","FECAL COLIFORM, MPN","","","","300","300.0","","","","","MPN/100 ","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM100008","","05-DEC-1988 11:05","SAMP","G","0.00","","SW","133","TOTAL COLIFORM, MPN","","","","2400","2,400.0","","","","","MPN/100 ","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM100010","","05-DEC-1988 11:55","SAMP","G","1.00","","SW","10","PH, FIELD","","","","8","8.00","","","","","None","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM100012","","05-DEC-1988 11:55","SAMP","G","8.00","","SW","10","PH, FIELD","","","","8","8.00","","","","","None","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM100010","","05-DEC-1988 11:55","SAMP","G","1.00","","SW","12","TURBIDITY","","","",".6","0.6","","","","","NTU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM100010","","05-DEC-1988 11:55","SAMP","G","1.00","","SW","18","NITRATE+NITRITE-N","","","",".29","0.290","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","3","",""
"BISC","SK02","DERM100010","","05-DEC-1988 11:55","SAMP","G","1.00","","SW","20","AMMONIA-N","","","",".03","0.03","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM100010","","05-DEC-1988 11:55","SAMP","G","1.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".005","0.005","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","3","",""
"BISC","SK02","DERM100009","","05-DEC-1988 11:55","SAMP","G","0.10","","SW","98","SALINITY","","","",".1","0.1","","","","","PSU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM100010","","05-DEC-1988 11:55","SAMP","G","1.00","","SW","98","SALINITY","","","",".1","0.1","","","","","PSU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM100012","","05-DEC-1988 11:55","SAMP","G","8.00","","SW","98","SALINITY","","","","33.3","33.3","","","","","PSU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM100009","","05-DEC-1988 11:55","SAMP","G","0.10","","SW","7","Temperature","","","","22.7","22.7","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM100010","","05-DEC-1988 11:55","SAMP","G","1.00","","SW","7","Temperature","","","","22.3","22.3","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM100012","","05-DEC-1988 11:55","SAMP","G","8.00","","SW","7","Temperature","","","","21.9","21.9","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK02","DERM100009","","05-DEC-1988 11:55","SAMP","G","0.10","","SW","8","DISSOLVED OXYGEN","","","","4.9","4.90","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM100010","","05-DEC-1988 11:55","SAMP","G","1.00","","SW","8","DISSOLVED OXYGEN","","","","4.9","4.90","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM100012","","05-DEC-1988 11:55","SAMP","G","8.00","","SW","8","DISSOLVED OXYGEN","","","","4.9","4.90","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK02","DERM100009","","05-DEC-1988 11:55","SAMP","G","0.10","","SW","9","SP CONDUCTIVITY, FIELD","","","","500","500","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
