"Project Code","Station ID","Sample ID","First Trigger Date","Collection_Date","Sample Type New","Collection Method","Depth","Depth Unit","Matrix","Test Number","Test Name","Storet Code","Method","Measure Date","Value","Sigfig Value","Uncertainty","MDL","PQL","RDL","Units","Remark Code","Flag","Receive Date","LIMS Number","Collection Agency","Source","Owner","Validation Level","Validator","Sampling Purpose","Data Investigation","T Depth","Upper Depth","Lower Depth","DCS(METERS)","Filtration Date","Sample Type","QC Type","Discharge","Up/Down Stream","Weather Code","Program Type","NDEC","Sample Comments","Result Comments"
"BISC","SK09","DERM100568","","08-JUL-1991 12:20","SAMP","G","1.00","","SW","10","PH, FIELD","","","","7.1","7.10","","","","","None","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100570","","08-JUL-1991 12:20","SAMP","G","8.00","","SW","10","PH, FIELD","","","","7.2","7.20","","","","","None","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100567","","08-JUL-1991 12:20","SAMP","G","0.10","","SW","9","SP CONDUCTIVITY, FIELD","","","","700","700","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK09","DERM100568","","08-JUL-1991 12:20","SAMP","G","1.00","","SW","9","SP CONDUCTIVITY, FIELD","","","","700","700","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK09","DERM100569","","08-JUL-1991 12:20","SAMP","G","1.50","","SW","9","SP CONDUCTIVITY, FIELD","","","","660","660","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK09","DERM100567","","08-JUL-1991 12:20","SAMP","G","0.10","","SW","8","DISSOLVED OXYGEN","","","","2","2.00","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100568","","08-JUL-1991 12:20","SAMP","G","1.00","","SW","8","DISSOLVED OXYGEN","","","","1","1.00","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100572","","05-AUG-1991 11:00","SAMP","G","0.10","","SW","8","DISSOLVED OXYGEN","","","","2.7","2.70","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100574","","05-AUG-1991 11:00","SAMP","G","1.50","","SW","9","SP CONDUCTIVITY, FIELD","","","","620","620","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK09","DERM100575","","05-AUG-1991 11:00","SAMP","G","8.00","","SW","8","DISSOLVED OXYGEN","","","","2.5","2.50","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100572","","05-AUG-1991 11:00","SAMP","G","0.10","","SW","7","Temperature","","","","27.2","27.2","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100573","","05-AUG-1991 11:00","SAMP","G","1.00","","SW","7","Temperature","","","","26.8","26.8","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100575","","05-AUG-1991 11:00","SAMP","G","8.00","","SW","7","Temperature","","","","26.3","26.3","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100571","","05-AUG-1991 11:00","SAMP","G","0.00","","SW","135","FECAL COLIFORM, MPN","","","","230","230.0","","","","","MPN/100 ","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100571","","05-AUG-1991 11:00","SAMP","G","0.00","","SW","133","TOTAL COLIFORM, MPN","","","","500","500.0","","","","","MPN/100 ","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100573","","05-AUG-1991 11:00","SAMP","G","1.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".014","0.014","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","3","",""
"BISC","SK09","DERM100573","","05-AUG-1991 11:00","SAMP","G","1.00","","SW","20","AMMONIA-N","","","",".26","0.26","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100573","","05-AUG-1991 11:00","SAMP","G","1.00","","SW","18","NITRATE+NITRITE-N","","","",".09","0.090","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","3","",""
"BISC","SK09","DERM100573","","05-AUG-1991 11:00","SAMP","G","1.00","","SW","13","COLOR","","","","60","60","","","","","PCU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK09","DERM100573","","05-AUG-1991 11:00","SAMP","G","1.00","","SW","12","TURBIDITY","","","","2","2.0","","","","","NTU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100572","","05-AUG-1991 11:00","SAMP","G","0.10","","SW","10","PH, FIELD","","","","7.39","7.39","","","","","None","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100573","","05-AUG-1991 11:00","SAMP","G","1.00","","SW","10","PH, FIELD","","","","7.26","7.26","","","","","None","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100575","","05-AUG-1991 11:00","SAMP","G","8.00","","SW","10","PH, FIELD","","","","7.41","7.41","","","","","None","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100572","","05-AUG-1991 11:00","SAMP","G","0.10","","SW","9","SP CONDUCTIVITY, FIELD","","","","600","600","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK09","DERM100573","","05-AUG-1991 11:00","SAMP","G","1.00","","SW","9","SP CONDUCTIVITY, FIELD","","","","610","610","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK09","DERM100573","","05-AUG-1991 11:00","SAMP","G","1.00","","SW","8","DISSOLVED OXYGEN","","","","2.7","2.70","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100577","","09-SEP-1991 12:00","SAMP","G","0.10","","SW","8","DISSOLVED OXYGEN","","","","2.2","2.20","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100578","","09-SEP-1991 12:00","SAMP","G","1.00","","SW","8","DISSOLVED OXYGEN","","","",".8","0.80","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100579","","09-SEP-1991 12:00","SAMP","G","8.00","","SW","8","DISSOLVED OXYGEN","","","","1.4","1.40","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100577","","09-SEP-1991 12:00","SAMP","G","0.10","","SW","7","Temperature","","","","26.4","26.4","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100578","","09-SEP-1991 12:00","SAMP","G","1.00","","SW","7","Temperature","","","","26.2","26.2","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100579","","09-SEP-1991 12:00","SAMP","G","8.00","","SW","7","Temperature","","","","26.2","26.2","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100577","","09-SEP-1991 12:00","SAMP","G","0.10","","SW","9","SP CONDUCTIVITY, FIELD","","","","620","620","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK09","DERM100576","","09-SEP-1991 12:00","SAMP","G","0.00","","SW","133","TOTAL COLIFORM, MPN","","","","300","300.0","","","","","MPN/100 ","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100578","","09-SEP-1991 12:00","SAMP","G","1.00","","SW","20","AMMONIA-N","","","",".41","0.41","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100578","","09-SEP-1991 12:00","SAMP","G","1.00","","SW","18","NITRATE+NITRITE-N","","","",".09","0.090","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","3","",""
"BISC","SK09","DERM100578","","09-SEP-1991 12:00","SAMP","G","1.00","","SW","13","COLOR","","","","60","60","","","","","PCU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK09","DERM100578","","09-SEP-1991 12:00","SAMP","G","1.00","","SW","12","TURBIDITY","","","","3.2","3.2","","","","","NTU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100577","","09-SEP-1991 12:00","SAMP","G","0.10","","SW","10","PH, FIELD","","","","7","7.00","","","","","None","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100576","","09-SEP-1991 12:00","SAMP","G","0.00","","SW","135","FECAL COLIFORM, MPN","","","","230","230.0","","","","","MPN/100 ","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100580","","07-OCT-1991 11:10","SAMP","G","0.10","","SW","8","DISSOLVED OXYGEN","","","","1.5","1.50","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100581","","07-OCT-1991 11:10","SAMP","G","1.00","","SW","8","DISSOLVED OXYGEN","","","","1.25","1.25","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100582","","07-OCT-1991 11:10","SAMP","G","8.00","","SW","8","DISSOLVED OXYGEN","","","",".5","0.50","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100580","","07-OCT-1991 11:10","SAMP","G","0.10","","SW","7","Temperature","","","","27.3","27.3","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100581","","07-OCT-1991 11:10","SAMP","G","1.00","","SW","7","Temperature","","","","27.3","27.3","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100582","","07-OCT-1991 11:10","SAMP","G","8.00","","SW","7","Temperature","","","","27","27.0","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100580","","07-OCT-1991 11:10","SAMP","G","0.10","","SW","9","SP CONDUCTIVITY, FIELD","","","","610","610","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK09","DERM100581","","07-OCT-1991 11:10","SAMP","G","1.00","","SW","20","AMMONIA-N","","","",".3","0.30","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100581","","07-OCT-1991 11:10","SAMP","G","1.00","","SW","18","NITRATE+NITRITE-N","","","",".12","0.120","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","3","",""
"BISC","SK09","DERM100581","","07-OCT-1991 11:10","SAMP","G","1.00","","SW","13","COLOR","","","","60","60","","","","","PCU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK09","DERM100581","","07-OCT-1991 11:10","SAMP","G","1.00","","SW","12","TURBIDITY","","","","2.5","2.5","","","","","NTU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100580","","07-OCT-1991 11:10","SAMP","G","0.10","","SW","10","PH, FIELD","","","","6.96","6.96","","","","","None","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100581","","07-OCT-1991 11:10","SAMP","G","1.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".011","0.011","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","3","",""
"BISC","SK09","DERM100583","","04-NOV-1991 11:00","SAMP","G","0.00","","SW","133","TOTAL COLIFORM, MPN","","","","500","500.0","","","","","MPN/100 ","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100583","","04-NOV-1991 11:00","SAMP","G","0.00","","SW","135","FECAL COLIFORM, MPN","","","","300","300.0","","","","","MPN/100 ","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100586","","04-NOV-1991 11:30","SAMP","G","1.50","","SW","9","SP CONDUCTIVITY, FIELD","","","","762","762","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK09","DERM100584","","04-NOV-1991 11:30","SAMP","G","0.10","","SW","8","DISSOLVED OXYGEN","","","","2.23","2.23","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100585","","04-NOV-1991 11:30","SAMP","G","1.00","","SW","8","DISSOLVED OXYGEN","","","","2.58","2.58","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100587","","04-NOV-1991 11:30","SAMP","G","8.00","","SW","8","DISSOLVED OXYGEN","","","","1.24","1.24","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100584","","04-NOV-1991 11:30","SAMP","G","0.10","","SW","7","Temperature","","","","25.52","25.5","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100585","","04-NOV-1991 11:30","SAMP","G","1.00","","SW","7","Temperature","","","","25.57","25.6","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100587","","04-NOV-1991 11:30","SAMP","G","8.00","","SW","7","Temperature","","","","25.42","25.4","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100584","","04-NOV-1991 11:30","SAMP","G","0.10","","SW","98","SALINITY","","","",".47","0.5","","","","","PSU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100585","","04-NOV-1991 11:30","SAMP","G","1.00","","SW","98","SALINITY","","","",".463","0.5","","","","","PSU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100587","","04-NOV-1991 11:30","SAMP","G","8.00","","SW","98","SALINITY","","","",".488","0.5","","","","","PSU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100585","","04-NOV-1991 11:30","SAMP","G","1.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".016","0.016","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","3","",""
"BISC","SK09","DERM100585","","04-NOV-1991 11:30","SAMP","G","1.00","","SW","20","AMMONIA-N","","","",".42","0.42","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100585","","04-NOV-1991 11:30","SAMP","G","1.00","","SW","18","NITRATE+NITRITE-N","","","",".18","0.180","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","3","",""
"BISC","SK09","DERM100585","","04-NOV-1991 11:30","SAMP","G","1.00","","SW","13","COLOR","","","","60","60","","","","","PCU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK09","DERM100585","","04-NOV-1991 11:30","SAMP","G","1.00","","SW","12","TURBIDITY","","","","2.9","2.9","","","","","NTU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100584","","04-NOV-1991 11:30","SAMP","G","0.10","","SW","10","PH, FIELD","","","","7.31","7.31","","","","","None","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100585","","04-NOV-1991 11:30","SAMP","G","1.00","","SW","10","PH, FIELD","","","","7.32","7.32","","","","","None","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100587","","04-NOV-1991 11:30","SAMP","G","8.00","","SW","10","PH, FIELD","","","","7.29","7.29","","","","","None","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100584","","04-NOV-1991 11:30","SAMP","G","0.10","","SW","9","SP CONDUCTIVITY, FIELD","","","","735","735","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK09","DERM100585","","04-NOV-1991 11:30","SAMP","G","1.00","","SW","9","SP CONDUCTIVITY, FIELD","","","","723","723","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK09","DERM100588","","02-DEC-1991 10:02","SAMP","G","0.10","","SW","9","SP CONDUCTIVITY, FIELD","","","","684","684","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK09","DERM100589","","02-DEC-1991 10:02","SAMP","G","1.00","","SW","9","SP CONDUCTIVITY, FIELD","","","","685","685","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK09","DERM100590","","02-DEC-1991 10:02","SAMP","G","1.50","","SW","9","SP CONDUCTIVITY, FIELD","","","","685","685","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK09","DERM100588","","02-DEC-1991 10:02","SAMP","G","0.10","","SW","8","DISSOLVED OXYGEN","","","","1.52","1.52","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100588","","02-DEC-1991 10:02","SAMP","G","0.10","","SW","98","SALINITY","","","",".4378","0.4","","","","","PSU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100591","","02-DEC-1991 10:02","SAMP","G","8.00","","SW","8","DISSOLVED OXYGEN","","","","1.49","1.49","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100591","","02-DEC-1991 10:02","SAMP","G","8.00","","SW","98","SALINITY","","","",".4384","0.4","","","","","PSU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100589","","02-DEC-1991 10:02","SAMP","G","1.00","","SW","98","SALINITY","","","",".4389","0.4","","","","","PSU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100589","","02-DEC-1991 10:02","SAMP","G","1.00","","SW","8","DISSOLVED OXYGEN","","","","1.47","1.47","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100592","","02-DEC-1991 11:00","SAMP","G","0.00","","SW","135","FECAL COLIFORM, MPN","","","","20","20.0","","","","","MPN/100 ","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100592","","02-DEC-1991 11:00","SAMP","G","0.00","","SW","133","TOTAL COLIFORM, MPN","","","","500","500.0","","","","","MPN/100 ","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100595","","02-DEC-1991 11:20","SAMP","G","8.00","","SW","7","Temperature","","","","25.21","25.2","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100594","","02-DEC-1991 11:20","SAMP","G","1.00","","SW","7","Temperature","","","","25.21","25.2","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100593","","02-DEC-1991 11:20","SAMP","G","0.10","","SW","7","Temperature","","","","25.36","25.4","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100594","","02-DEC-1991 11:20","SAMP","G","1.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".019","0.019","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","3","",""
"BISC","SK09","DERM100594","","02-DEC-1991 11:20","SAMP","G","1.00","","SW","20","AMMONIA-N","","","",".29","0.29","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100594","","02-DEC-1991 11:20","SAMP","G","1.00","","SW","18","NITRATE+NITRITE-N","","","",".04","0.040","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","3","",""
"BISC","SK09","DERM100594","","02-DEC-1991 11:20","SAMP","G","1.00","","SW","13","COLOR","","","","60","60","","","","","PCU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK09","DERM100594","","02-DEC-1991 11:20","SAMP","G","1.00","","SW","12","TURBIDITY","","","","1.9","1.9","","","","","NTU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100596","","06-JAN-1992 11:05","SAMP","G","0.00","","SW","135","FECAL COLIFORM, MPN","","","","10","10.0","","","","","MPN/100 ","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100596","","06-JAN-1992 11:05","SAMP","G","0.00","","SW","133","TOTAL COLIFORM, MPN","","","","300","300.0","","","","","MPN/100 ","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100600","","06-JAN-1992 11:45","SAMP","G","8.00","","SW","8","DISSOLVED OXYGEN","","","","2.39","2.39","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100597","","06-JAN-1992 11:45","SAMP","G","0.10","","SW","7","Temperature","","","","21.5","21.5","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100598","","06-JAN-1992 11:45","SAMP","G","1.00","","SW","7","Temperature","","","","21.27","21.3","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100600","","06-JAN-1992 11:45","SAMP","G","8.00","","SW","7","Temperature","","","","21.25","21.2","","","","","Deg C","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
"BISC","SK09","DERM100597","","06-JAN-1992 11:45","SAMP","G","0.10","","SW","9","SP CONDUCTIVITY, FIELD","","","","708","708","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK09","DERM100598","","06-JAN-1992 11:45","SAMP","G","1.00","","SW","9","SP CONDUCTIVITY, FIELD","","","","706","706","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK09","DERM100599","","06-JAN-1992 11:45","SAMP","G","1.50","","SW","9","SP CONDUCTIVITY, FIELD","","","","707","707","","","","","uS/cm","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK09","DERM100598","","06-JAN-1992 11:45","SAMP","G","1.00","","SW","20","AMMONIA-N","","","",".28","0.28","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","2","",""
"BISC","SK09","DERM100598","","06-JAN-1992 11:45","SAMP","G","1.00","","SW","18","NITRATE+NITRITE-N","","","",".14","0.140","","","","","mg/L","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","3","",""
"BISC","SK09","DERM100598","","06-JAN-1992 11:45","SAMP","G","1.00","","SW","13","COLOR","","","","60","60","","","","","PCU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","0","",""
"BISC","SK09","DERM100598","","06-JAN-1992 11:45","SAMP","G","1.00","","SW","12","TURBIDITY","","","","1.8","1.8","","","","","NTU","","","","","","DERM","DERM","","","","","","","","","","0","","0","0","0","MON","1","",""
